Text,Tag,text,tag,d,Col0,Col1
HSN,O,,,,,
Summary,O,,,,,
:,O,,,,,
Grand,B-GT_AMTL,,,,,
Total,I-GT_AMTL,,,,,
"30,680.00",B-GT_AMT,,,,,
HSN,O,,,,,
Cod,O,,,,,
Per,O,,,,,
%,O,,,,,
Note,O,,,,,
:,O,,,,,
-,O,,,,,
44187,O,,,,,
Taxable,O,,,,,
Value,O,,,,,
26000,O,,,,,
CGST,O,,,,,
Amount,O,,,,,
2340,O,,,,,
18,O,,,,,
%,O,,,,,
SGST,O,,,,,
Amount,O,,,,,
2340,O,,,,,
Keca,O,,,,,
:,O,,,,,
"""",O,,,,,
S,O,,,,,
LLING,O,,,,,
INWARD,O,,,,,
DOHAKTH,O,,,,,
PROPERTIES,O,,,,,
Terms,O,,,,,
condition,O,,,,,
:,O,,,,,
SITE:-,O,,,,,
SKYBAY,O,,,,,
1,O,,,,,
.,O,,,,,
Goods,O,,,,,
doce,O,,,,,
sold,O,,,,,
will,O,,,,,
not,O,,,,,
be,O,,,,,
taken,O,,,,,
back,O,,,,,
.,O,,,,,
2,O,,,,,
.,O,,,,,
Interest,O,,,,,
@18,O,,,,,
%,O,,,,,
p.a,O,,,,,
.,O,,,,,
will,O,,,,,
be,O,,,,,
charged,O,,,,,
if,O,,,,,
payment,O,,,,,
is,O,,,,,
not,O,,,,,
made,O,,,,,
within,O,,,,,
due,O,,,,,
DATE,O,,,,,
SIGN,O,,,,,
.,O,,,,,
3,O,,,,,
.,O,,,,,
Our,O,,,,,
risk,O,,,,,
and,O,,,,,
responsibility,O,,,,,
ceases,O,,,,,
as,O,,,,,
soon,O,,,,,
as,O,,,,,
the,O,,,,,
goods,O,,,,,
leave,O,,,,,
our,O,,,,,
premises,O,,,,,
.,O,,,,,
4,O,,,,,
.,O,,,,,
"""",O,,,,,
Subject,O,,,,,
to,O,,,,,
',O,,,,,
PUNE,O,,,,,
',O,,,,,
Jurisdiction,O,,,,,
only,O,,,,,
.,O,,,,,
E.,O,,,,,
&,O,,,,,
.O.E,O,,,,,
"""",O,,,,,
For,O,,,,,
;,O,,,,,
AVIVA,O,,,,,
DOORS,O,,,,,
Esime,O,,,,,
Declaratione,O,,,,,
"""",O,,,,,
IyWe,O,,,,,
here,O,,,,,
by,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
Gospel,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sales,O,,,,,
of,O,,,,,
the,O,,,,,
goods,O,,,,,
specified,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
me/,O,,,,,
l,O,,,,,
's,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transaction,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
tax,O,,,,,
invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
me,O,,,,,
/,O,,,,,
us,O,,,,,
and,O,,,,,
it,O,,,,,
shall,O,,,,,
be,O,,,,,
accounted,O,,,,,
for,O,,,,,
in,O,,,,,
the,O,,,,,
turnover,O,,,,,
of,O,,,,,
sales,O,,,,,
while,O,,,,,
filling,O,,,,,
of,O,,,,,
return,O,,,,,
and,O,,,,,
the,O,,,,,
due,O,,,,,
tay,O,,,,,
bo,O,,,,,
GST,O,,,,,
INVOICE,O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
Рpc,O,,,,,
M,O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
NANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Bame,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/20,B-INV_NO,,,,,
-,I-INV_NO,,,,,
21/01998,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
Dated,B-INV_DL,,,,,
17-Sep-20,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
SAARTHI,O,,,,,
SWADESH,O,,,,,
GAT,O,,,,,
NO:359,O,,,,,
AJP,O,,,,,
JAMBHUL,O,,,,,
NEAR,O,,,,,
KANHE,O,,,,,
RAILWAY,O,,,,,
STATION,O,,,,,
PO-14188.(9356694491,O,,,,,
),O,,,,,
Contact,O,,,,,
person,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
Contact,O,,,,,
:,O,,,,,
8308824752,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
nilesh.mane@saarthigroup.co.in,O,,,,,
SI,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
GST,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc.%,O,,,,,
Amount,O,,,,,
16810,O,,,,,
1,O,,,,,
S,O,,,,,
N,O,,,,,
Rcc,O,,,,,
Cover,O,,,,,
WI-12,O,,,,,
x,O,,,,,
12,O,,,,,
F.S.L.D.,O,,,,,
2,O,,,,,
S.N.RCC,O,,,,,
COVER,O,,,,,
WIF,O,,,,,
"24""X36",O,,,,,
"""",O,,,,,
F.S.M.D.,O,,,,,
3,O,,,,,
S.N.RCC,O,,,,,
COVER,O,,,,,
WIF,O,,,,,
"24""X24",O,,,,,
"""",O,,,,,
F.S.M.D.,O,,,,,
6810,O,,,,,
18,O,,,,,
%,O,,,,,
34,O,,,,,
set,O,,,,,
335,O,,,,,
set,O,,,,,
12,O,,,,,
%,O,,,,,
18,O,,,,,
%,O,,,,,
16,O,,,,,
set,O,,,,,
set,O,,,,,
12,O,,,,,
%,O,,,,,
18,O,,,,,
%,O,,,,,
25,O,,,,,
set,O,,,,,
set,O,,,,,
12,O,,,,,
%,O,,,,,
Transport,O,,,,,
SGST,O,,,,,
(,O,,,,,
-)0.44,O,,,,,
CGST,O,,,,,
Less,O,,,,,
:,O,,,,,
Round,O,,,,,
Off,O,,,,,
75,O,,,,,
set,O,,,,,
*,O,,,,,
"82,958",B-GT_AMT,,,,,
E.,O,,,,,
&,O,,,,,
O.E,O,,,,,
Total,B-GT_AMTL,,,,,
Amount,O,,,,,
Chargeable,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Etytity,O,,,,,
Two,O,,,,,
Thousand,O,,,,,
Nine,O,,,,,
Hundred,O,,,,,
Fifty,O,,,,,
Eight,O,,,,,
Only,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Taxable,O,,,,,
Value,O,,,,,
6810,O,,,,,
Central,O,,,,,
Tax,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
9,O,,,,,
%,O,,,,,
State,O,,,,,
Tax,O,,,,,
Total,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
9,O,,,,,
%,O,,,,,
6.327.34,O,,,,,
|,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
:,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Twelve,O,,,,,
Thousand,O,,,,,
Six,O,,,,,
Hundred,O,,,,,
Fifty,O,,,,,
Four,O,,,,,
and,O,,,,,
Sixty,O,,,,,
Eight,O,,,,,
paise,O,,,,,
Only,O,,,,,
lio,O,,,,,
Company,O,,,,,
's,O,,,,,
PAN,O,,,,,
:,O,,,,,
ADXPS3921J,O,,,,,
Declaration,O,,,,,
IWe,O,,,,,
hereby,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
GST,O,,,,,
Act-2017,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sale,O,,,,,
of,O,,,,,
the,O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
melus,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transactions,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
sale,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
Company,O,,,,,
's,O,,,,,
Bank,O,,,,,
Details,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
KOTAK,O,,,,,
MAHINDRA,O,,,,,
BANK,O,,,,,
Alc,O,,,,,
No,O,,,,,
.,O,,,,,
5711312022,O,,,,,
Branch,O,,,,,
&,O,,,,,
IFS,O,,,,,
Code,O,,,,,
:,O,,,,,
Khadki,O,,,,,
&,O,,,,,
KKBK0000727,O,,,,,
for,O,,,,,
SHAH,O,,,,,
MARKETNG,O,,,,,
(,O,,,,,
NANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
SUBJECT,O,,,,,
TO,O,,,,,
PUNE,O,,,,,
JURISDICTION,O,,,,,
This,O,,,,,
is,O,,,,,
a,O,,,,,
Computer,O,,,,,
Generated,O,,,,,
Invoice,O,,,,,
*,O,,,,,
M,O,,,,,
A,O,,,,,
AVIVA,B-SUPP_N,,,,,
DOORS,I-SUPP_N,,,,,
Factory,O,,,,,
Address:-,O,,,,,
GAT,O,,,,,
NO.255B,O,,,,,
PLOT,O,,,,,
NO.26/27,O,,,,,
JYOTIBA,O,,,,,
NAGAR,O,,,,,
TALAWADE,O,,,,,
PUNE-411062,O,,,,,
Registered,O,,,,,
office,O,,,,,
:,O,,,,,
-,O,,,,,
E-83,O,,,,,
Adinath,O,,,,,
Society,O,,,,,
Pune,O,,,,,
-,O,,,,,
Satara,O,,,,,
Road,O,,,,,
PUNE,O,,,,,
-,O,,,,,
411037,O,,,,,
CONTACT,O,,,,,
:,O,,,,,
-,O,,,,,
20,O,,,,,
-,O,,,,,
24269505,O,,,,,
Mob:-,O,,,,,
91,O,,,,,
8446380632,O,,,,,
-,O,,,,,
Email,O,,,,,
:,O,,,,,
-,O,,,,,
avivadoor@gmail.com,O,,,,,
TAX,O,,,,,
INVOICE,O,,,,,
Original,O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
:,O,,,,,
TI-54/20,B-INV_NO,,,,,
-,I-INV_NO,,,,,
21,I-INV_NO,,,,,
Buyer,O,,,,,
Party,O,,,,,
M,O,,,,,
/,O,,,,,
s,O,,,,,
.,O,,,,,
:,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
.,I-BUY_N,,,,,
EDEN,O,,,,,
COURT,O,,,,,
MODEL,O,,,,,
COLONY,O,,,,,
PUNE,O,,,,,
Date,B-INV_DL,,,,,
:,O,,,,,
02-08-2020,B-INV_DT,,,,,
Po,O,,,,,
/,O,,,,,
Ref,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
3853-BED,O,,,,,
Ch,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
129,O,,,,,
PUNE,O,,,,,
Place,O,,,,,
of,O,,,,,
Supply,O,,,,,
:,O,,,,,
27-Maharashtra,O,,,,,
GSTIN,B-GSTL,,,,,
No,I-GSTL,,,,,
.,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
Ch,O,,,,,
Date,O,,,,,
.,O,,,,,
:,O,,,,,
01-08-2020,O,,,,,
Vehicle,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
MH14HG2249,O,,,,,
Site,O,,,,,
Name,O,,,,,
:,O,,,,,
SUCCESS,O,,,,,
Del,O,,,,,
.,O,,,,,
Add,O,,,,,
:,O,,,,,
KARVE,O,,,,,
NAGAR,O,,,,,
Despatch,O,,,,,
Thr,O,,,,,
.,O,,,,,
:,O,,,,,
SANDEEP,O,,,,,
SrNo,O,,,,,
Product,O,,,,,
Name,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Nos,O,,,,,
Total,O,,,,,
Rate,O,,,,,
GST%,O,,,,,
Amount,O,,,,,
4418,O,,,,,
21,O,,,,,
21,O,,,,,
NOS,O,,,,,
8600,O,,,,,
18.01,O,,,,,
180600,O,,,,,
1,O,,,,,
32,O,,,,,
mm,O,,,,,
laminates,O,,,,,
door,O,,,,,
com,O,,,,,
-,O,,,,,
bed,O,,,,,
&,O,,,,,
bed,O,,,,,
door,O,,,,,
GSTIN,B-GSTL,,,,,
No,I-GSTL,,,,,
.,I-GSTL,,,,,
:,O,,,,,
27AARFA8194J1ZP,B-SUPP_G,,,,,
Sub,O,,,,,
Total,O,,,,,
180600,O,,,,,
Bank,O,,,,,
Name,O,,,,,
Bank,O,,,,,
A,O,,,,,
/,O,,,,,
c,O,,,,,
.,O,,,,,
No,O,,,,,
.,O,,,,,
RTGS,O,,,,,
/,O,,,,,
IFSC,O,,,,,
Code,O,,,,,
:,O,,,,,
INDIAN,O,,,,,
BANK,O,,,,,
:,O,,,,,
894914709,O,,,,,
:,O,,,,,
IDIBOOONO12,O,,,,,
Total,O,,,,,
GST,O,,,,,
:,O,,,,,
Thirty,O,,,,,
Two,O,,,,,
Thousand,O,,,,,
Five,O,,,,,
Hundred,O,,,,,
Eight,O,,,,,
Only,O,,,,,
Taxable,O,,,,,
Amount,O,,,,,
180600,O,,,,,
CGST,O,,,,,
SGST,O,,,,,
16254,O,,,,,
16254,O,,,,,
Bill,O,,,,,
Amount,O,,,,,
:,O,,,,,
Two,O,,,,,
Lakh,O,,,,,
Thirteen,O,,,,,
Thousand,O,,,,,
One,O,,,,,
Hundred,O,,,,,
Eight,O,,,,,
Only,O,,,,,
Grand,B-GT_AMTL,,,,,
Total,I-GT_AMTL,,,,,
"2,13,108.00",B-GT_AMT,,,,,
HSN,O,,,,,
Summary,O,,,,,
:,O,,,,,
Note,O,,,,,
:,O,,,,,
-,O,,,,,
HSN,O,,,,,
Code,O,,,,,
Taxable,O,,,,,
Value,O,,,,,
Per,O,,,,,
%,O,,,,,
18,O,,,,,
%,O,,,,,
CGST,O,,,,,
Amount,O,,,,,
16254,O,,,,,
SGST,O,,,,,
Amount,O,,,,,
16254,O,,,,,
4418,O,,,,,
180600,O,,,,,
For,O,,,,,
AVIVA,O,,,,,
DOORS,O,,,,,
Terms,O,,,,,
&,O,,,,,
Condition,O,,,,,
:,O,,,,,
1,O,,,,,
.,O,,,,,
Goods,O,,,,,
once,O,,,,,
sold,O,,,,,
will,O,,,,,
not,O,,,,,
be,O,,,,,
taken,O,,,,,
back,O,,,,,
.,O,,,,,
2,O,,,,,
.,O,,,,,
Interest,O,,,,,
@18,O,,,,,
%,O,,,,,
p.a,O,,,,,
.,O,,,,,
will,O,,,,,
be,O,,,,,
charged,O,,,,,
if,O,,,,,
payment,O,,,,,
is,O,,,,,
not,O,,,,,
made,O,,,,,
within,O,,,,,
due,O,,,,,
date,O,,,,,
.,O,,,,,
3,O,,,,,
.,O,,,,,
Our,O,,,,,
risk,O,,,,,
and,O,,,,,
responsibility,O,,,,,
ceases,O,,,,,
as,O,,,,,
soon,O,,,,,
as,O,,,,,
the,O,,,,,
goods,O,,,,,
leave,O,,,,,
our,O,,,,,
premises,O,,,,,
.,O,,,,,
4,O,,,,,
.,O,,,,,
"""",O,,,,,
Subject,O,,,,,
to,O,,,,,
',O,,,,,
PUNE,O,,,,,
',O,,,,,
Jurisdiction,O,,,,,
only,O,,,,,
.,O,,,,,
E.&.O.E,O,,,,,
"""",O,,,,,
"Declaration:-""I",O,,,,,
/,O,,,,,
We,O,,,,,
here,O,,,,,
by,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
GST,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sales,O,,,,,
of,O,,,,,
the,O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
me/,O,,,,,
us,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transaction,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
tax,O,,,,,
invoice,O,,,,,
has,O,,,,,
been,O,,,,,
effected,O,,,,,
by,O,,,,,
me,O,,,,,
/,O,,,,,
us,O,,,,,
and,O,,,,,
it,O,,,,,
shall,O,,,,,
be,O,,,,,
accounted,O,,,,,
for,O,,,,,
in,O,,,,,
the,O,,,,,
turnover,O,,,,,
of,O,,,,,
sales,O,,,,,
while,O,,,,,
filling,O,,,,,
of,O,,,,,
return,O,,,,,
and,O,,,,,
the,O,,,,,
due,O,,,,,
tax,O,,,,,
.,O,,,,,
suu,O,,,,,
PUNE,O,,,,,
If,O,,,,,
any,O,,,,,
navable,O,,,,,
on,O,,,,,
the,O,,,,,
sales,O,,,,,
has,O,,,,,
been,O,,,,,
paid,O,,,,,
or,O,,,,,
shall,O,,,,,
be,O,,,,,
paid,O,,,,,
11,O,,,,,
.,O,,,,,
(,O,,,,,
Authorised,O,,,,,
Signatory,O,,,,,
),O,,,,,
GST,O,,,,,
INVOICE(Page,O,,,,,
2,O,,,,,
),O,,,,,
(,O,,,,,
ORIGINAL,O,,,,,
FOR,O,,,,,
RECIPIENT,O,,,,,
),O,,,,,
M,O,,,,,
Invoice,B-INV_L,,,,,
No,I-INV_L,,,,,
.,I-INV_L,,,,,
SM/19,B-INV_NO,,,,,
-,I-INV_NO,,,,,
20/002855,I-INV_NO,,,,,
Delivery,O,,,,,
Note,O,,,,,
e,O,,,,,
-,O,,,,,
Way,O,,,,,
Bill,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,B-INV_DL,,,,,
2.51125E+11,O,,,,,
23-Jul-19,B-INV_DT,,,,,
Mode,O,,,,,
/,O,,,,,
Terms,O,,,,,
of,O,,,,,
Payment,O,,,,,
Other,O,,,,,
Reference(s,O,,,,,
),O,,,,,
SHAH,B-SUPP_N,,,,,
MARKETING,I-SUPP_N,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
Shop,O,,,,,
No.6,O,,,,,
Llyods,O,,,,,
Chamber,O,,,,,
Barne,O,,,,,
Road,O,,,,,
409,O,,,,,
Mangalwar,O,,,,,
Peth,O,,,,,
Pune,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27ADXPS3921J1ZT,B-SUPP_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Contact,O,,,,,
:,O,,,,,
20,O,,,,,
-,O,,,,,
-,O,,,,,
26052747,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
shahmarketing4@gmail.com,O,,,,,
Buyer,O,,,,,
SIDDHARTH,B-BUY_N,,,,,
PROPERTIES,I-BUY_N,,,,,
GEETAI,O,,,,,
FLOOR,O,,,,,
PAUD,O,,,,,
ROAD,O,,,,,
NEAR,O,,,,,
RELIANCE,O,,,,,
FRESH,O,,,,,
PUNE,O,,,,,
.,O,,,,,
GSTIN,B-GSTL,,,,,
/,I-GSTL,,,,,
UIN,I-GSTL,,,,,
:,O,,,,,
27AAZFS3607C1ZY,B-BUY_G,,,,,
State,O,,,,,
Name,O,,,,,
:,O,,,,,
Maharashtra,O,,,,,
Code,O,,,,,
:,O,,,,,
27,O,,,,,
Supplier,O,,,,,
's,O,,,,,
Ref,O,,,,,
.,O,,,,,
QUOTATION1203,O,,,,,
Buyer,O,,,,,
's,O,,,,,
Order,O,,,,,
No,O,,,,,
.,O,,,,,
QUOTATION1203,O,,,,,
Despatch,O,,,,,
Document,O,,,,,
No,O,,,,,
.,O,,,,,
Dated,O,,,,,
13-Jul-19,O,,,,,
Delivery,O,,,,,
Note,O,,,,,
Date,O,,,,,
Despatched,O,,,,,
through,O,,,,,
Destination,O,,,,,
Terms,O,,,,,
of,O,,,,,
Delivery,O,,,,,
KASI,O,,,,,
KAPADI,O,,,,,
PURAM,O,,,,,
NEAR,O,,,,,
EKLAVYA,O,,,,,
COLLEGE,O,,,,,
KOTHRUD,O,,,,,
PUNE.7774076332.(Po,O,,,,,
No:-13355,O,,,,,
),O,,,,,
Contact,O,,,,,
person,O,,,,,
Contact,O,,,,,
E,O,,,,,
-,O,,,,,
Mail,O,,,,,
:,O,,,,,
Mr.,O,,,,,
Thube,O,,,,,
/,O,,,,,
Mane,O,,,,,
:,O,,,,,
8308824752,O,,,,,
:,O,,,,,
nilesh.mane@saarrthigroup.co.in,O,,,,,
Si,O,,,,,
No,O,,,,,
.,O,,,,,
Description,O,,,,,
of,O,,,,,
Goods,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
GST,O,,,,,
Rate,O,,,,,
Quantity,O,,,,,
Rate,O,,,,,
per,O,,,,,
Disc,O,,,,,
.,O,,,,,
%,O,,,,,
Amount,O,,,,,
CGST,O,,,,,
SGST,O,,,,,
(,O,,,,,
-)0.14,O,,,,,
Less,O,,,,,
:,O,,,,,
Round,O,,,,,
Off,O,,,,,
Total,B-GT_AMTL,,,,,
"1,26,481",B-GT_AMT,,,,,
unt,O,,,,,
Chargeable,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
E.,O,,,,,
&,O,,,,,
O.E,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
One,O,,,,,
Lakh,O,,,,,
Twenty,O,,,,,
Six,O,,,,,
Thousand,O,,,,,
Four,O,,,,,
Hundred,O,,,,,
Eighty,O,,,,,
One,O,,,,,
Only,O,,,,,
HSN,O,,,,,
/,O,,,,,
SAC,O,,,,,
Taxable,O,,,,,
Central,O,,,,,
Tax,O,,,,,
State,O,,,,,
Tax,O,,,,,
Total,O,,,,,
Value,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Rate,O,,,,,
Amount,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
3917,O,,,,,
9,O,,,,,
%,O,,,,,
481.49,O,,,,,
9,O,,,,,
%,O,,,,,
481.49,O,,,,,
962.98,O,,,,,
6910,O,,,,,
9,O,,,,,
%,O,,,,,
462.45,O,,,,,
9,O,,,,,
%,O,,,,,
462.45,O,,,,,
924.9,O,,,,,
7317,O,,,,,
362.71,O,,,,,
9,O,,,,,
%,O,,,,,
32.64,O,,,,,
9,O,,,,,
%,O,,,,,
32.64,O,,,,,
65.28,O,,,,,
Total,O,,,,,
Tax,O,,,,,
Amount,O,,,,,
(,O,,,,,
in,O,,,,,
words,O,,,,,
),O,,,,,
:,O,,,,,
Indian,O,,,,,
Rupees,O,,,,,
Nineteen,O,,,,,
Thousand,O,,,,,
Two,O,,,,,
Hundred,O,,,,,
Ninety,O,,,,,
Three,O,,,,,
and,O,,,,,
Seventy,O,,,,,
paise,O,,,,,
Only,O,,,,,
Company,O,,,,,
's,O,,,,,
Bank,O,,,,,
Details,O,,,,,
Company,O,,,,,
's,O,,,,,
PAN,O,,,,,
:,O,,,,,
ADXPS3921J,O,,,,,
Bank,O,,,,,
Name,O,,,,,
:,O,,,,,
KOTAK,O,,,,,
MAHINDRA,O,,,,,
BANK,O,,,,,
Declaration,O,,,,,
A,O,,,,,
/,O,,,,,
C,O,,,,,
No,O,,,,,
.,O,,,,,
:,O,,,,,
5711312022,O,,,,,
I,O,,,,,
/,O,,,,,
We,O,,,,,
hereby,O,,,,,
certify,O,,,,,
that,O,,,,,
my,O,,,,,
/,O,,,,,
our,O,,,,,
registration,O,,,,,
certificate,O,,,,,
under,O,,,,,
the,O,,,,,
Branch,O,,,,,
&,O,,,,,
IFS,O,,,,,
Code,O,,,,,
:,O,,,,,
Khadki,O,,,,,
&,O,,,,,
KKBK0000727,O,,,,,
GST,O,,,,,
Act-2017,O,,,,,
is,O,,,,,
in,O,,,,,
force,O,,,,,
on,O,,,,,
the,O,,,,,
date,O,,,,,
on,O,,,,,
which,O,,,,,
the,O,,,,,
sale,O,,,,,
of,O,,,,,
the,O,,,,,
for,O,,,,,
SHAH,O,,,,,
MARKETING,O,,,,,
(,O,,,,,
MANGALWAR,O,,,,,
PETH,O,,,,,
),O,,,,,
goods,O,,,,,
specified,O,,,,,
in,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
is,O,,,,,
made,O,,,,,
by,O,,,,,
me,O,,,,,
/,O,,,,,
us,O,,,,,
and,O,,,,,
that,O,,,,,
the,O,,,,,
transactions,O,,,,,
of,O,,,,,
sales,O,,,,,
covered,O,,,,,
by,O,,,,,
this,O,,,,,
Tax,O,,,,,
Invoice,O,,,,,
has,O,,,,,
